ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
ND-101,Ward County,North Dakota,41.5,108,2.1,39.3
ND-103,Wells County,North Dakota,40.9,106,2.2,38.7
ND-105,Williams County,North Dakota,42.3,112,3,39.2
OH-001,Adams County,Ohio,54.7,119,1.9,52.8
OH-003,Allen County,Ohio,52.9,123,2.8,50.1
OH-005,Ashland County,Ohio,51.1,118,2.5,48.7
OH-007,Ashtabula County,Ohio,50.5,120,3,47.5
OH-009,Athens County,Ohio,54.3,124,2.3,52
OH-011,Auglaize County,Ohio,52.4,119,2.3,50.1
OH-013,Belmont County,Ohio,52.4,115,1.7,50.7
OH-015,Brown County,Ohio,54.4,119,2,52.4
OH-017,Butler County,Ohio,54.9,124,2.6,52.3
OH-019,Carroll County,Ohio,51.5,114,2.3,49.2
OH-021,Champaign County,Ohio,52.4,118,2.1,50.3
OH-023,Clark County,Ohio,53.4,122,2.6,50.8
OH-025,Clermont County,Ohio,55.4,125,2.5,52.9
OH-027,Clinton County,Ohio,53.6,118,2.3,51.4
OH-029,Columbiana County,Ohio,50.8,114,1.9,48.9
OH-031,Coshocton County,Ohio,52.6,123,2.6,50
OH-033,Crawford County,Ohio,51.9,122,2.9,49
OH-035,Cuyahoga County,Ohio,52.1,120,2.9,49.3
OH-037,Darke County,Ohio,52.8,122,2.5,50.3
OH-039,Defiance County,Ohio,51.8,119,2.5,49.3
OH-041,Delaware County,Ohio,53.2,122,2.3,50.8
OH-043,Erie County,Ohio,52.1,115,2,50.1
OH-045,Fairfield County,Ohio,53.4,119,2.1,51.3
OH-047,Fayette County,Ohio,53.5,120,2.4,51.2
OH-049,Franklin County,Ohio,54.4,124,2.6,51.7
OH-051,Fulton County,Ohio,51.8,124,3,48.8
OH-053,Gallia County,Ohio,55,115,1.5,53.5
OH-055,Geauga County,Ohio,50.2,118,3,47.2
OH-057,Greene County,Ohio,53.9,120,2.5,51.4
OH-059,Guernsey County,Ohio,53.4,125,2.8,50.7
OH-061,Hamilton County,Ohio,55.9,126,2.7,53.2
OH-063,Hancock County,Ohio,52.9,122,3.1,49.8
OH-065,Hardin County,Ohio,52.8,122,3,49.8
OH-067,Harrison County,Ohio,52.1,117,2.2,49.9
OH-069,Henry County,Ohio,52.4,123,2.9,49.5
OH-071,Highland County,Ohio,53.7,117,2.1,51.7
OH-073,Hocking County,Ohio,53.4,120,2,51.4
OH-075,Holmes County,Ohio,51.5,119,2.3,49.2
OH-077,Huron County,Ohio,51.4,117,2,49.3
OH-079,Jackson County,Ohio,54.5,120,2.1,52.5
OH-081,Jefferson County,Ohio,52,114,1.7,50.3
OH-083,Knox County,Ohio,51.8,123,2.5,49.3
OH-085,Lake County,Ohio,51.6,121,3.2,48.4
OH-087,Lawrence County,Ohio,56.2,124,2.5,53.6
OH-089,Licking County,Ohio,53,124,2.6,50.4
OH-091,Logan County,Ohio,51.9,118,2.1,49.7
OH-093,Lorain County,Ohio,51.6,111,1.8,49.8
OH-095,Lucas County,Ohio,53,121,3.3,49.7
OH-097,Madison County,Ohio,53.6,124,2.7,51
OH-099,Mahoning County,Ohio,50.6,115,2.4,48.1
OH-101,Marion County,Ohio,52.8,124,2.7,50
OH-103,Medina County,Ohio,51.4,115,2.3,49.1
OH-105,Meigs County,Ohio,54.6,121,1.7,52.9
OH-107,Mercer County,Ohio,52.1,116,2.1,49.9
OH-109,Miami County,Ohio,53.9,123,2.9,51
OH-111,Monroe County,Ohio,53.2,119,1.9,51.3
OH-113,Montgomery County,Ohio,54.6,123,2.9,51.6
OH-115,Morgan County,Ohio,54,125,2.5,51.5
OH-117,Morrow County,Ohio,51.9,124,2.7,49.2
OH-119,Muskingum County,Ohio,53.9,125,3.1,50.8
OH-121,Noble County,Ohio,53.8,125,2.6,51.2
OH-123,Ottawa County,Ohio,52.8,123,2.6,50.2
OH-125,Paulding County,Ohio,52.1,119,2.4,49.7
OH-127,Perry County,Ohio,53.3,124,2.4,50.9
OH-129,Pickaway County,Ohio,54.3,121,2.1,52.2
OH-131,Pike County,Ohio,54.9,123,2.5,52.4
OH-133,Portage County,Ohio,50.8,118,2.9,47.9
OH-135,Preble County,Ohio,52.9,116,2.1,50.7
OH-137,Putnam County,Ohio,52.7,123,2.8,49.9
OH-139,Richland County,Ohio,51.2,121,2.8,48.4
OH-141,Ross County,Ohio,54.5,123,2.3,52.2
OH-143,Sandusky County,Ohio,52.5,119,2.4,50.1
OH-145,Scioto County,Ohio,55.3,122,2.3,53
OH-147,Seneca County,Ohio,52.2,119,2.5,49.7
OH-149,Shelby County,Ohio,52.5,119,2.3,50.2
OH-151,Stark County,Ohio,51.6,119,2.7,48.8
OH-153,Summit County,Ohio,51.8,118,2.8,49
OH-155,Trumbull County,Ohio,50.6,118,2.8,47.7
OH-157,Tuscarawas County,Ohio,52.3,120,2.5,49.8
OH-159,Union County,Ohio,52.5,115,2,50.5
OH-161,Van Wert County,Ohio,52.3,119,2.4,49.9
OH-163,Vinton County,Ohio,53.9,121,2,51.9
OH-165,Warren County,Ohio,54.9,123,2.7,52.3
OH-167,Washington County,Ohio,54.9,124,2.6,52.3
OH-169,Wayne County,Ohio,51.4,118,2.4,49
OH-171,Williams County,Ohio,50.9,117,2.5,48.4
OH-173,Wood County,Ohio,53.1,122,3.1,49.9
OH-175,Wyandot County,Ohio,53,122,3.1,49.9
OK-001,Adair County,Oklahoma,60.9,125,2.3,58.6
OK-003,Alfalfa County,Oklahoma,60.4,120,2.4,58
OK-005,Atoka County,Oklahoma,64.1,124,2.1,62
OK-007,Beaver County,Oklahoma,58.6,117,1.8,56.7
OK-009,Beckham County,Oklahoma,62.6,128,3.2,59.4
OK-011,Blaine County,Oklahoma,61.3,118,2.3,59
OK-013,Bryan County,Oklahoma,65.1,123,2.4,62.7
OK-015,Caddo County,Oklahoma,62.5,122,2.5,59.9
OK-017,Canadian County,Oklahoma,61.8,121,2.4,59.4
OK-019,Carter County,Oklahoma,64,116,1.5,62.5
OK-021,Cherokee County,Oklahoma,61.3,117,1.8,59.5
OK-023,Choctaw County,Oklahoma,64.4,123,2.2,62.2
OK-025,Cimarron County,Oklahoma,55.4,95,0.8,54.5
OK-027,Cleveland County,Oklahoma,62.4,116,1.9,60.5
OK-029,Coal County,Oklahoma,63.8,120,1.9,61.9
OK-031,Comanche County,Oklahoma,63.8,125,2.6,61.2
OK-033,Cotton County,Oklahoma,65,126,2.5,62.4
OK-035,Craig County,Oklahoma,59.9,111,1.2,58.6
OK-037,Creek County,Oklahoma,61.4,114,1.5,59.9
OK-039,Custer County,Oklahoma,61.7,125,2.8,58.9
OK-041,Delaware County,Oklahoma,60.1,113,1.5,58.5
OK-043,Dewey County,Oklahoma,60.6,123,2.4,58.2
OK-045,Ellis County,Oklahoma,59.6,121,2.3,57.3
OK-047,Garfield County,Oklahoma,61.2,124,2.6,58.6
OK-049,Garvin County,Oklahoma,63.1,116,1.5,61.6
OK-051,Grady County,Oklahoma,62.7,121,2.4,60.3
OK-053,Grant County,Oklahoma,60.5,120,2.5,58
OK-055,Greer County,Oklahoma,63.6,128,3.1,60.5
OK-057,Harmon County,Oklahoma,63.8,127,2.9,60.9
OK-059,Harper County,Oklahoma,58.9,110,1.5,57.4
OK-061,Haskell County,Oklahoma,63.4,125,2.3,61.1
OK-063,Hughes County,Oklahoma,63,118,1.8,61.1
OK-065,Jackson County,Oklahoma,64.5,127,3,61.5
OK-067,Jefferson County,Oklahoma,64.9,120,1.9,62.9
OK-069,Johnston County,Oklahoma,64,120,1.9,62.2
OK-071,Kay County,Oklahoma,60.4,119,2.1,58.3
OK-073,Kingfisher County,Oklahoma,61.9,120,2.2,59.7
OK-075,Kiowa County,Oklahoma,63.5,126,2.9,60.5
OK-077,Latimer County,Oklahoma,62.9,119,2,61
OK-079,Le Flore County,Oklahoma,62.8,125,2.5,60.3
OK-081,Lincoln County,Oklahoma,62.2,115,1.8,60.4
OK-083,Logan County,Oklahoma,62.2,124,2.4,59.8
OK-085,Love County,Oklahoma,65,119,1.9,63.1
OK-087,McClain County,Oklahoma,62.6,118,2,60.7
OK-089,McCurtain County,Oklahoma,63.5,123,2.5,61
OK-091,McIntosh County,Oklahoma,63.2,120,2,61.2
OK-093,Major County,Oklahoma,60.9,119,2.3,58.6
OK-095,Marshall County,Oklahoma,64.9,123,2.1,62.8
OK-097,Mayes County,Oklahoma,60.7,108,1.1,59.6
OK-099,Murray County,Oklahoma,63.3,113,1.4,61.9
OK-101,Muskogee County,Oklahoma,62.8,119,1.9,60.8
OK-103,Noble County,Oklahoma,61.4,120,2.4,59
OK-105,Nowata County,Oklahoma,60,114,1.3,58.6
OK-107,Okfuskee County,Oklahoma,62.3,115,1.6,60.7
OK-109,Oklahoma County,Oklahoma,62.3,120,2.2,60.1
OK-111,Okmulgee County,Oklahoma,62.3,114,1.5,60.8
OK-113,Osage County,Oklahoma,60.2,116,1.6,58.6
OK-115,Ottawa County,Oklahoma,60.3,121,2.1,58.2
OK-117,Pawnee County,Oklahoma,61.1,116,1.8,59.3
OK-119,Payne County,Oklahoma,61.8,122,2.2,59.6
OK-121,Pittsburg County,Oklahoma,63.2,118,1.8,61.4
OK-123,Pontotoc County,Oklahoma,63.1,118,1.7,61.4
OK-125,Pottawatomie County,Oklahoma,62.6,118,1.8,60.9
OK-127,Pushmataha County,Oklahoma,63.3,124,2.1,61.1
OK-129,Roger Mills County,Oklahoma,61.4,127,3,58.4
OK-131,Rogers County,Oklahoma,60.9,114,1.4,59.5
OK-133,Seminole County,Oklahoma,62.7,117,1.8,60.9
OK-135,Sequoyah County,Oklahoma,62.9,126,2.4,60.5
OK-137,Stephens County,Oklahoma,63.7,119,1.9,61.7
OK-139,Texas County,Oklahoma,57.9,118,1.9,56
OK-141,Tillman County,Oklahoma,65,126,2.9,62.1
OK-143,Tulsa County,Oklahoma,61.4,114,1.5,59.9
OK-145,Wagoner County,Oklahoma,61.9,112,1.4,60.5
OK-147,Washington County,Oklahoma,60.2,116,1.6,58.6
OK-149,Washita County,Oklahoma,62.5,127,2.9,59.6
OK-151,Woods County,Oklahoma,59.3,115,1.7,57.5
OK-153,Woodward County,Oklahoma,59.5,116,1.9,57.6
OR-001,Baker County,Oregon,47.7,127,3.3,44.4
OR-003,Benton County,Oregon,53.5,123,2,51.5
OR-005,Clackamas County,Oregon,49.8,124,2.2,47.6
OR-007,Clatsop County,Oregon,51,125,2.1,48.9
OR-009,Columbia County,Oregon,51.8,123,2.2,49.7
OR-011,Coos County,Oregon,53.6,123,2.3,51.3
OR-013,Crook County,Oregon,47.6,126,2.8,44.7
OR-015,Curry County,Oregon,54.2,127,2.6,51.5
OR-017,Deschutes County,Oregon,46.1,126,2.7,43.4
OR-019,Douglas County,Oregon,52.1,123,2.3,49.8
OR-021,Gilliam County,Oregon,51.8,125,2.6,49.1
OR-023,Grant County,Oregon,46.4,127,3,43.3
OR-025,Harney County,Oregon,48,126,3.2,44.7
OR-027,Hood River County,Oregon,47.2,125,2.6,44.6
OR-029,Jackson County,Oregon,52.1,127,2.8,49.3
OR-031,Jefferson County,Oregon,49.3,125,2.8,46.4
OR-033,Josephine County,Oregon,53,128,3.1,49.8
OR-035,Klamath County,Oregon,46.4,125,3.1,43.3
OR-037,Lake County,Oregon,47,125,3,44
OR-039,Lane County,Oregon,51.2,124,2.2,49.1
OR-041,Lincoln County,Oregon,52.6,122,1.8,50.9
OR-043,Linn County,Oregon,50.7,126,2.3,48.5
OR-045,Malheur County,Oregon,50,127,3,47
OR-047,Marion County,Oregon,51.1,124,2.1,49
OR-049,Morrow County,Oregon,51.6,126,3.1,48.5
OR-051,Multnomah County,Oregon,52.9,124,2.4,50.5
OR-053,Polk County,Oregon,53.2,125,2.2,50.9
OR-055,Sherman County,Oregon,51.5,125,2.5,49
OR-057,Tillamook County,Oregon,50.9,126,2.2,48.7
OR-059,Umatilla County,Oregon,50.8,126,3.3,47.5
OR-061,Union County,Oregon,46.3,126,2.9,43.4
OR-063,Wallowa County,Oregon,45.4,125,2.7,42.6
OR-065,Wasco County,Oregon,50.1,125,2.7,47.4
OR-067,Washington County,Oregon,52.4,126,2.3,50.1
OR-069,Wheeler County,Oregon,49.1,127,2.8,46.3
OR-071,Yamhill County,Oregon,52.9,123,2,51
PA-001,Adams County,Pennsylvania,53.8,118,2.7,51.2
PA-003,Allegheny County,Pennsylvania,53.3,124,2.5,50.7
PA-005,Armstrong County,Pennsylvania,50.8,118,2.1,48.7
PA-007,Beaver County,Pennsylvania,51.7,114,1.6,50.1
PA-009,Bedford County,Pennsylvania,52,122,2.3,49.7
PA-011,Berks County,Pennsylvania,53,116,2.4,50.6
PA-013,Blair County,Pennsylvania,50.8,121,2.3,48.5
PA-015,Bradford County,Pennsylvania,48.1,117,2.2,45.9
PA-017,Bucks County,Pennsylvania,53.7,117,2.8,50.8
PA-019,Butler County,Pennsylvania,50.8,118,2.1,48.7
PA-021,Cambria County,Pennsylvania,48.9,121,2,46.9
PA-023,Cameron County,Pennsylvania,48.6,115,1.9,46.7
PA-025,Carbon County,Pennsylvania,49.3,121,2.7,46.6
PA-027,Centre County,Pennsylvania,49.9,115,1.8,48.1
PA-029,Chester County,Pennsylvania,54,116,2.5,51.5
PA-031,Clarion County,Pennsylvania,49.3,114,2.2,47.1
PA-033,Clearfield County,Pennsylvania,49.3,122,2.4,46.9
PA-035,Clinton County,Pennsylvania,49.4,113,1.7,47.7
PA-037,Columbia County,Pennsylvania,50,116,2.1,47.9
PA-039,Crawford County,Pennsylvania,49.2,118,2.8,46.4
PA-041,Cumberland County,Pennsylvania,53.7,118,2.6,51.1
PA-043,Dauphin County,Pennsylvania,53.1,119,2.9,50.2
PA-045,Delaware County,Pennsylvania,55.8,117,2.8,53.1
PA-047,Elk County,Pennsylvania,48.6,124,3.1,45.5
PA-049,Erie County,Pennsylvania,49.4,118,2.7,46.6
PA-051,Fayette County,Pennsylvania,51.5,117,1.7,49.8
PA-053,Forest County,Pennsylvania,48.4,116,2.4,46
PA-055,Franklin County,Pennsylvania,53.6,120,2.6,51
PA-057,Fulton County,Pennsylvania,53.2,124,2.7,50.6
PA-059,Greene County,Pennsylvania,52.7,118,2,50.8
PA-061,Huntingdon County,Pennsylvania,52.1,120,2.2,49.8
PA-063,Indiana County,Pennsylvania,50.1,117,1.9,48.2
PA-065,Jefferson County,Pennsylvania,49.4,124,3,46.4
PA-067,Juniata County,Pennsylvania,52.3,115,1.9,50.5
PA-069,Lackawanna County,Pennsylvania,48.3,118,2.6,45.7
PA-071,Lancaster County,Pennsylvania,54,119,2.7,51.3
PA-073,Lawrence County,Pennsylvania,50.8,116,1.9,48.9
PA-075,Lebanon County,Pennsylvania,52.9,118,2.7,50.2
PA-077,Lehigh County,Pennsylvania,52.6,118,2.8,49.8
PA-079,Luzerne County,Pennsylvania,48.9,119,2.5,46.4
PA-081,Lycoming County,Pennsylvania,49.3,118,2.2,47.1
PA-083,McKean County,Pennsylvania,47.9,124,3.3,44.6
PA-085,Mercer County,Pennsylvania,50,119,2.7,47.3
PA-087,Mifflin County,Pennsylvania,51.6,115,1.7,49.9
PA-089,Monroe County,Pennsylvania,48.5,113,2.5,46
PA-091,Montgomery County,Pennsylvania,54.6,118,2.9,51.7
PA-093,Montour County,Pennsylvania,51.2,118,2.3,48.9
PA-095,Northampton County,Pennsylvania,51.7,118,2.9,48.9
PA-097,Northumberland County,Pennsylvania,51.3,118,2.3,49
PA-099,Perry County,Pennsylvania,52.9,118,2.3,50.5
PA-101,Philadelphia County,Pennsylvania,56.1,118,2.9,53.2
PA-103,Pike County,Pennsylvania,48.3,116,2.5,45.8
PA-105,Potter County,Pennsylvania,47.1,115,1.9,45.1
PA-107,Schuylkill County,Pennsylvania,50.5,118,2.4,48.1
PA-109,Snyder County,Pennsylvania,51.8,118,2.1,49.7
PA-111,Somerset County,Pennsylvania,49.1,119,2.2,47
PA-113,Sullivan County,Pennsylvania,46.5,113,1.8,44.6
PA-115,Susquehanna County,Pennsylvania,47.8,116,2.2,45.5
PA-117,Tioga County,Pennsylvania,47.3,115,2,45.3
PA-119,Union County,Pennsylvania,51,118,2.2,48.9
PA-121,Venango County,Pennsylvania,49.3,115,2.5,46.8
PA-123,Warren County,Pennsylvania,47.9,117,2.5,45.4
PA-125,Washington County,Pennsylvania,52.7,122,2.2,50.5
PA-127,Wayne County,Pennsylvania,47.6,118,2.4,45.2
PA-129,Westmoreland County,Pennsylvania,52,120,2,49.9
PA-131,Wyoming County,Pennsylvania,48.6,117,2.4,46.2
PA-133,York County,Pennsylvania,54.2,121,3.1,51.1
RI-001,Bristol County,Rhode Island,52.7,119,2.9,49.8
RI-003,Kent County,Rhode Island,51.7,122,3.2,48.4
RI-005,Newport County,Rhode Island,52.4,118,2.9,49.6
RI-007,Providence County,Rhode Island,51.3,121,3.1,48.2
RI-009,Washington County,Rhode Island,52.1,120,3.4,48.8
SC-001,Abbeville County,South Carolina,64.2,128,2.9,61.3
SC-003,Aiken County,South Carolina,65.4,124,2.3,63
SC-005,Allendale County,South Carolina,65.9,123,2.1,63.8
SC-007,Anderson County,South Carolina,63.1,128,2.6,60.5
SC-009,Bamberg County,South Carolina,65.8,124,2.1,63.7
SC-011,Barnwell County,South Carolina,65.7,124,2.2,63.5
SC-013,Beaufort County,South Carolina,67.6,118,2,65.7
SC-015,Berkeley County,South Carolina,66.2,123,2,64.1
SC-017,Calhoun County,South Carolina,65.7,125,2.3,63.5
SC-019,Charleston County,South Carolina,67.1,122,2.3,64.7
SC-021,Cherokee County,South Carolina,61.3,122,1.9,59.5
SC-023,Chester County,South Carolina,62.1,112,1.3,60.8
SC-025,Chesterfield County,South Carolina,63,120,1.9,61.1
SC-027,Clarendon County,South Carolina,65.3,123,1.9,63.4
SC-029,Colleton County,South Carolina,66.6,124,2.4,64.2
SC-031,Darlington County,South Carolina,64.3,120,2.2,62.1
SC-033,Dillon County,South Carolina,64.8,124,2.6,62.2
SC-035,Dorchester County,South Carolina,66.6,124,2.5,64.1
SC-037,Edgefield County,South Carolina,64.8,124,2.2,62.6
SC-039,Fairfield County,South Carolina,63.3,118,1.6,61.7
SC-041,Florence County,South Carolina,65.2,122,2.3,62.9
SC-043,Georgetown County,South Carolina,65,109,1.3,63.7
SC-045,Greenville County,South Carolina,61.4,123,2.1,59.3
SC-047,Greenwood County,South Carolina,63.9,127,2.2,61.7
SC-049,Hampton County,South Carolina,66.2,121,2,64.2
SC-051,Horry County,South Carolina,64.5,116,1.6,62.9
SC-053,Jasper County,South Carolina,67,119,2,65.1
SC-055,Kershaw County,South Carolina,63.3,118,1.7,61.6
SC-057,Lancaster County,South Carolina,62.2,118,1.9,60.4
SC-059,Laurens County,South Carolina,63,124,2,61
SC-061,Lee County,South Carolina,64.3,121,2,62.2
SC-063,Lexington County,South Carolina,64.8,124,2.4,62.4
SC-065,McCormick County,South Carolina,64.6,128,2.5,62.2
SC-067,Marion County,South Carolina,65.1,124,2.2,62.9
SC-069,Marlboro County,South Carolina,64.2,122,2.4,61.8
SC-071,Newberry County,South Carolina,63.8,125,2.1,61.7
SC-073,Oconee County,South Carolina,61.1,122,1.6,59.5
SC-075,Orangeburg County,South Carolina,65.9,125,2.3,63.6
SC-077,Pickens County,South Carolina,61.4,124,2.3,59.2
SC-079,Richland County,South Carolina,64.5,118,1.7,62.9
SC-081,Saluda County,South Carolina,64.2,126,2.2,62
SC-083,Spartanburg County,South Carolina,62,125,2.2,59.8
SC-085,Sumter County,South Carolina,65.2,126,2.2,63
SC-087,Union County,South Carolina,62.4,121,1.7,60.7
SC-089,Williamsburg County,South Carolina,65.1,118,1.6,63.5
SC-091,York County,South Carolina,61.5,115,1.5,59.9
SD-003,Aurora County,South Dakota,48.1,114,2.4,45.7
SD-005,Beadle County,South Dakota,47.1,117,2.6,44.5
SD-007,Bennett County,South Dakota,49,121,2.9,46.1
SD-009,Bon Homme County,South Dakota,49.6,115,2.3,47.3
SD-011,Brookings County,South Dakota,45.5,117,2.6,42.8
SD-013,Brown County,South Dakota,44.7,114,2.6,42.1
SD-015,Brule County,South Dakota,48.8,116,2.7,46.1
SD-017,Buffalo County,South Dakota,47.6,112,2.4,45.2
SD-019,Butte County,South Dakota,47.5,121,2.9,44.6
SD-021,Campbell County,South Dakota,44.6,104,2.1,42.6
SD-023,Charles Mix County,South Dakota,49.7,115,2.3,47.4
SD-025,Clark County,South Dakota,45.2,117,3,42.3
SD-027,Clay County,South Dakota,49.8,119,2.7,47
SD-029,Codington County,South Dakota,44.2,117,2.9,41.3
SD-031,Corson County,South Dakota,45.7,116,2.6,43.1
SD-033,Custer County,South Dakota,47.7,124,2.9,44.8
SD-035,Davison County,South Dakota,47.9,108,1.8,46.2
SD-037,Day County,South Dakota,43.9,115,2.7,41.2
SD-039,Deuel County,South Dakota,44.8,119,2.9,41.9
SD-041,Dewey County,South Dakota,46.8,117,2.5,44.2
SD-043,Douglas County,South Dakota,48.8,115,2.2,46.6
SD-045,Edmunds County,South Dakota,44.6,109,2.1,42.5
SD-047,Fall River County,South Dakota,49.6,124,3.1,46.5
SD-049,Faulk County,South Dakota,45.1,105,2.1,43
SD-051,Grant County,South Dakota,45,118,2.8,42.1
SD-053,Gregory County,South Dakota,49.4,115,2.4,47.1
SD-055,Haakon County,South Dakota,48.5,117,2.6,46
SD-057,Hamlin County,South Dakota,45,120,3.1,41.9
SD-059,Hand County,South Dakota,46.2,110,2.1,44.1
SD-061,Hanson County,South Dakota,47.8,110,1.8,46
SD-063,Harding County,South Dakota,45.7,118,3,42.7
SD-065,Hughes County,South Dakota,47.8,112,2.4,45.4
SD-067,Hutchinson County,South Dakota,48.9,116,2.5,46.4
SD-069,Hyde County,South Dakota,46,112,2.3,43.7
SD-071,Jackson County,South Dakota,49.9,122,2.9,46.9
SD-073,Jerauld County,South Dakota,46.9,105,2,44.9
SD-075,Jones County,South Dakota,49.3,117,2.7,46.7
SD-077,Kingsbury County,South Dakota,46.1,117,2.8,43.2
SD-079,Lake County,South Dakota,46.6,118,2.7,43.9
SD-081,Lawrence County,South Dakota,44.5,116,2.1,42.3
SD-083,Lincoln County,South Dakota,48.4,117,2.7,45.7
SD-085,Lyman County,South Dakota,49.1,115,2.6,46.5
SD-087,McCook County,South Dakota,47.8,117,2.6,45.2
SD-089,McPherson County,South Dakota,43.4,106,2,41.5
SD-091,Marshall County,South Dakota,43.4,109,2.2,41.2
SD-093,Meade County,South Dakota,48.1,122,2.8,45.3
SD-095,Mellette County,South Dakota,50.1,122,2.9,47.2
SD-097,Miner County,South Dakota,47.1,114,2.4,44.7
SD-099,Minnehaha County,South Dakota,47.9,122,3.3,44.6
SD-101,Moody County,South Dakota,46.5,118,2.8,43.7
SD-102,Oglala Lakota County,South Dakota,49.9,124,3.2,46.7
SD-103,Pennington County,South Dakota,48.1,125,3.2,44.9
SD-105,Perkins County,South Dakota,45.8,119,2.9,42.9
SD-107,Potter County,South Dakota,45.6,114,2.5,43.1
SD-109,Roberts County,South Dakota,44.7,117,2.9,41.9
SD-111,Sanborn County,South Dakota,47.3,109,1.8,45.5
SD-115,Spink County,South Dakota,46.2,116,2.7,43.5
SD-117,Stanley County,South Dakota,48.1,106,2.2,45.9
SD-119,Sully County,South Dakota,46.8,113,2.4,44.4
SD-121,Todd County,South Dakota,49.4,121,2.8,46.6
SD-123,Tripp County,South Dakota,49.5,116,2.5,47
SD-125,Turner County,South Dakota,48.8,118,2.9,45.9
SD-127,Union County,South Dakota,49.6,117,2.6,47
SD-129,Walworth County,South Dakota,45.4,117,2.6,42.8
SD-135,Yankton County,South Dakota,49.6,118,2.8,46.8
SD-137,Ziebach County,South Dakota,47.2,119,2.7,44.5
TN-001,Anderson County,Tennessee,58.4,116,1.7,56.7
TN-003,Bedford County,Tennessee,60.9,127,2.5,58.4
TN-005,Benton County,Tennessee,60.6,124,2.1,58.4
TN-007,Bledsoe County,Tennessee,58.5,122,2.2,56.3
TN-009,Blount County,Tennessee,59.4,126,1.9,57.4
TN-011,Bradley County,Tennessee,60.9,122,1.9,59
TN-013,Campbell County,Tennessee,56.6,116,1.5,55.1
TN-015,Cannon County,Tennessee,59.9,126,2.4,57.5
TN-017,Carroll County,Tennessee,60.6,123,2.1,58.5
TN-019,Carter County,Tennessee,55,121,2.1,52.8
TN-021,Cheatham County,Tennessee,61.2,129,3.2,58
TN-023,Chester County,Tennessee,61.2,123,2.1,59.1
TN-025,Claiborne County,Tennessee,57.2,124,1.8,55.4
TN-027,Clay County,Tennessee,59.4,125,2.2,57.2
TN-029,Cocke County,Tennessee,58.8,122,2.1,56.7
TN-031,Coffee County,Tennessee,59.9,127,2.4,57.4
TN-033,Crockett County,Tennessee,61.3,124,2.3,59
TN-035,Cumberland County,Tennessee,56.6,121,1.8,54.8
TN-037,Davidson County,Tennessee,61.3,127,3,58.4
TN-039,Decatur County,Tennessee,61.3,124,2.2,59.1
TN-041,DeKalb County,Tennessee,59.7,125,2.1,57.6
TN-043,Dickson County,Tennessee,60.8,129,3.3,57.5
TN-045,Dyer County,Tennessee,61.7,126,2.7,59
TN-047,Fayette County,Tennessee,61.9,120,1.9,60.1
TN-049,Fentress County,Tennessee,56.6,121,2,54.6
TN-051,Franklin County,Tennessee,60,121,2,58
TN-053,Gibson County,Tennessee,61,125,2.3,58.7
TN-055,Giles County,Tennessee,60.9,127,2.5,58.4
TN-057,Grainger County,Tennessee,58.6,125,2,56.6
TN-059,Greene County,Tennessee,58.5,120,1.9,56.7
TN-061,Grundy County,Tennessee,58.1,125,2.4,55.8
TN-063,Hamblen County,Tennessee,59.2,126,2,57.2
TN-065,Hamilton County,Tennessee,61,122,2.3,58.7
TN-067,Hancock County,Tennessee,57.7,125,1.9,55.8
TN-069,Hardeman County,Tennessee,61.4,120,1.9,59.5
TN-071,Hardin County,Tennessee,61.6,124,2.1,59.5
TN-073,Hawkins County,Tennessee,58.4,124,1.9,56.5
TN-075,Haywood County,Tennessee,61.6,123,2.2,59.4
TN-077,Henderson County,Tennessee,60.8,123,2.1,58.8
TN-079,Henry County,Tennessee,60.2,121,2,58.2
TN-081,Hickman County,Tennessee,60.7,128,2.8,57.9
TN-083,Houston County,Tennessee,60.3,126,2.5,57.8
TN-085,Humphreys County,Tennessee,60.4,126,2.4,58
TN-087,Jackson County,Tennessee,59.8,125,2.2,57.6
TN-089,Jefferson County,Tennessee,59.9,126,2.3,57.5
TN-091,Johnson County,Tennessee,53.4,121,2.1,51.3
TN-093,Knox County,Tennessee,59.8,124,2,57.8
TN-095,Lake County,Tennessee,61.3,126,2.5,58.8
TN-097,Lauderdale County,Tennessee,61.9,123,2.2,59.7
TN-099,Lawrence County,Tennessee,60.8,128,2.7,58.1
TN-101,Lewis County,Tennessee,60.4,126,2.6,57.8
TN-103,Lincoln County,Tennessee,61,125,2.1,58.9
TN-105,Loudon County,Tennessee,60.1,118,1.7,58.4
TN-107,McMinn County,Tennessee,60.3,118,1.8,58.5
TN-109,McNairy County,Tennessee,61.5,121,2,59.5
TN-111,Macon County,Tennessee,59.2,122,2.1,57.1
TN-113,Madison County,Tennessee,61.1,122,2.1,59
TN-115,Marion County,Tennessee,59.9,122,2.2,57.7
TN-117,Marshall County,Tennessee,60.9,127,2.6,58.3
TN-119,Maury County,Tennessee,60.9,128,2.8,58
TN-121,Meigs County,Tennessee,60.3,119,1.9,58.4
TN-123,Monroe County,Tennessee,59.1,118,1.6,57.4
TN-125,Montgomery County,Tennessee,60.7,127,3,57.7
TN-127,Moore County,Tennessee,60.5,125,2.2,58.3
TN-129,Morgan County,Tennessee,57.1,118,1.8,55.3
TN-131,Obion County,Tennessee,60.9,126,2.5,58.4
TN-133,Overton County,Tennessee,58.4,122,2.2,56.2
